Company,ROC ,Incorporation_year,Industry_group_code,Industry_type,NIC_name,Main_product,NIC_code,decile,ISIN 
G C M Capital Advisors Ltd.,11-243163,2013,1.0104E+14,1,Wholesale of other basic/manufactured food stuffs n.e.c.,Wholesale trade in vegetable/fruit products,46309,Decile 6,INE191P01017
G E E Ltd.,11-11879,1960,1.01014E+14,1,Manufacture of other electrical equipment,Welding machinery,27900,Decile 4,INE064H01021
G E Power India Ltd.,11-68379,1992,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 1,INE878A01011
G E T & D India Ltd.,55-193993,1957,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 1,INE200A01026
G G Automotive Gears Ltd.,10-35049,1974,1.01015E+14,1,"Manufacture of specialized parts of railway or tramway locomotives or of rolling stock (bogies, axles and wheels, brakes and parts of brakes; hooks and coupling devices, buffers and buffer parts; shock absorbers; wagon and locomotive frames; bodies; corridor connections etc.)",Parts of railways & tramways,30204,Decile 6,INE493B01017
G G Dandekar Machine Works Ltd.,Nov-69,1938,1.01014E+14,1,Manufacture of machinery for the grain milling industry,Rice mill machinery,28252,Decile 7,INE631D01026
G G Engineering Ltd.,11-159174,2006,1.01014E+14,1,Manufacture of other fabricated metal products n.e.c.,Other fabricated metal products,25999,Decile 8,INE694X01014
G H C L Ltd.,Apr-13,1983,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Sodium carbonate (Soda ash),20119,Decile 1,INE539A01019
G I Engineering Solutions Ltd.,11-163731,2006,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 7,INE065J01016
G K B Ophthalmics Ltd.,24-469,1981,1.01013E+14,1,"Manufacture of ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles etc.",Contact lenses,32507,Decile 6,INE265D01015
G K W Ltd.,21-7026,1931,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 5,INE528A01020
G M Breweries Ltd.,11-25809,1981,1.01011E+14,1,Manufacture of country liquor,Country liquor,11012,Decile 2,INE075D01018
G M M Pfaudler Ltd.,04-1171,1962,1.01014E+14,1,Manufacture of other special-purpose machinery n.e.c.,Chemical machinery,28299,Decile 3,INE541A01023
G M R Infrastructure Ltd.,11-281138,1996,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 1,INE776C01039
G M S Computers (India) Ltd.,11-80800,1994,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 5,INE106B01015
G N A Axles Ltd.,16-13684,1993,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Axle shafts,29301,Decile 2,INE934S01014
G O C L Corpn. Ltd.,62-876,1961,1.01012E+14,1,"Manufacture of explosives, ammunition and fire works","Detonating, safety & other fuses, igniters",20292,Decile 2,INE077F01035
G O L Offshore Ltd.,11-154793,2005,1.01041E+14,1,Water transport,Water transport & allied services (Shipping),50,Decile 1,INE892H01017
G P Petroleums Ltd.,11-30372,1983,1.01012E+14,1,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals",Lube oils & lubricants,19201,Decile 3,INE586G01017
G P T Infraprojects Ltd.,21-32872,1980,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 2,INE390G01014
G R Cables Ltd.,62-13772,1992,1.01011E+14,1,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c.",Agricultural products,1199,Decile 9,INE769B01010
G R M Overseas Ltd.,55-64007,1995,1.01011E+14,1,Inorganic farming of non-basmati rice,Rice,1124,Decile 3,INE192H01012
G R P Ltd.,Apr-55,1974,1.01012E+14,1,Manufacture of other rubber products n.e.c.,Reclaimed rubber,22199,Decile 3,INE137I01015
G S Auto International Ltd.,16-3301,1973,1.01014E+14,1,"Manufacture of metal fasteners (nails, rivets, tacks, pins, staples, washers and similar non-threaded products and nuts, bolts, screws and other threaded products)","Screws, bolts, nuts, rivets, washers, etc.",25991,Decile 4,INE736H01024
G S L Nova Petrochemicals Ltd.,04-20927,1993,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 6,INE787A01022
G S S Infotech Ltd.,62-41860,2003,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 5,INE871H01011
G T L Infrastructure Ltd.,11-144367,2004,1.01041E+14,1,Telecommunications,Telecommunication services,61,Decile 1,INE221H01019
G T L Ltd.,11-45657,1987,1.01041E+14,1,"Activities of maintaining and operating pageing, cellular and other telecommunication networks",Wireless infrastructure services,61202,Decile 1,INE043A01012
G T N Industries Ltd.,62-54323,1962,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 3,INE537A01013
G T N Textiles Ltd.,09-18062,2005,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 4,INE302H01017
G T P L Hathway Ltd.,04-48908,2006,1.01042E+14,1,Activities of the cable operators,Cable television broadcasting media,61103,Decile 2,INE869I01013
G T V Engineering Ltd.,Oct-22,1990,1.01014E+14,1,"Manufacture of metal reservoirs, tanks and similar containers","Reservoirs, tanks & other fabrications",25122,Decile 6,INE910R01016
G V Films Ltd.,11-238780,1989,1.01042E+14,1,"Motion picture or video tape projection in cinemas, in the open air or in other projection facilities",Motion picture exhibition,59141,Decile 5,INE395B01048
G V K Power & Infrastructure Ltd.,01-59013,1994,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 1,INE251H01024
G-Tech Info Training Ltd.,11-80449,1994,1.01042E+14,1,Repair of other personal and household goods n.e.c.,Repair services,95299,Decile 10,INE634D01038
Gabriel India Ltd.,60-15735,1961,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Shock absorbers,29301,Decile 1,INE524A01029
Gagan Gases Ltd.,Oct-28,1986,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 9,INE076D01016
Gagan Polycot India Ltd.,11-231956,1988,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 5,INE297L01011
Gala Global Products Ltd.,04-63243,2010,1.01013E+14,1,Publishing of journals and periodicals,"Printed books, newspapers, etc.",58132,Decile 6,INE480S01026
Galada Power & Telecommunication Ltd.,62-1513,1972,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)",Cables & other conductors,27320,Decile 6,INE255C01018
Galaxy Agrico Exports Ltd.,04-21368,1994,1.01014E+14,1,"Manufacture of bearings, gears, gearing and driving elements",Bearing parts,28140,Decile 8,INE803L01016
Galaxy Bearings Ltd.,04-14385,1990,1.01014E+14,1,"Manufacture of bearings, gears, gearing and driving elements",Ball bearings,28140,Decile 6,INE020S01012
Galaxy Entertainment Corpn. Ltd.,11-24988,1981,1.01042E+14,1,Other amusement and recreation activities n.e.c.,"Operation of circus,race tracks, video parlours",93290,Decile 6,INE403B01016
Galaxy Surfactants Ltd.,11-39877,1986,1.01013E+14,1,Manufacture of detergent and similar washing agents excluding soap,Organic surface-active agents other than soap,20233,Decile 1,INE600K01018
Gallantt Ispat Ltd.,21-101650,2005,1.01014E+14,1,"Manufacture of steel in ingots or other primary forms, and other semi- finished products of steel",Stainless steel bars & rods,24103,Decile 2,INE528K01029
Gallantt Metal Ltd.,21-101553,2005,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Bars & rods,24105,Decile 2,INE297H01019
Gamma Infoway Exalt Ltd.,11-52028,1989,1.0104E+14,1,"Wholesale of electrical machinery, equipment and supplies, n.e.c.",Wholesale trade in electrical machinery other than electronics,46593,Decile 10,INE970A01016
Gammon India Ltd.,11-997,1922,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 1,INE259B01020
Gammon Infrastructure Projects Ltd.,11-131728,2001,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 2,INE181G01025
Gandhi Special Tubes Ltd.,11-36004,1985,1.01014E+14,1,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel",Seamless tubes & pipes,24311,Decile 4,INE524B01027
Ganesh Benzoplast Ltd.,11-39836,1986,1.01016E+14,1,Diversified,Diversified,34,Decile 4,INE388A01029
Ganesh Films India Ltd.,11-307613,2018,1.01042E+14,1,Motion picture distribution,Motion picture distribution,59131,,INE00WY01013
Ganesh Foundry & Castings Ltd.,Mar-02,1988,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Bars & rods,24105,Decile 6,INE449U01019
Ganesh Housing Corpn. Ltd.,04-15817,1991,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 2,INE460C01014
Ganesha Ecosphere Ltd.,20-9090,1987,1.01012E+14,1,Manufacture of synthetic or artificial filament staple fibre not textured,Polyester staple fibre (PSF),20302,Decile 2,INE845D01014
Ganga Forging Ltd.,04-11694,1988,1.01014E+14,1,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Forgings,25910,Decile 7,INE691Z01015
Ganga Papers India Ltd.,11-35575,1985,1.01015E+14,1,Manufacture of other special purpose paper (excluding computer stationary),Kraft paper & paperboard,17015,Decile 5,INE278O01015
Ganga Pharmaceuticals Ltd.,11-53392,1989,1.01012E+14,1,Manufacture of 'ayurvedic' or 'unani' pharmaceutical preparation,Ayurvedic & unani medicaments,21003,Decile 8,INE615T01017
Gangotri Iron & Steel Co. Ltd.,Mar-29,1992,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Bars & rods,24105,Decile 3,INE437F01023
Gangotri Textiles Ltd.,61-2491,1989,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 5,INE670B01028
Ganon Products Ltd.,11-36708,1985,1.0104E+14,1,"Wholesale of industrial chemicals,",Wholesale trade in inorganic chemicals,46691,Decile 6,INE162L01017
Garden Reach Shipbuilders & Engineers Ltd.,21-7891,1934,1.01015E+14,1,Building of ships and boats,"Ships, boats, etc.",301,Decile 1,INE382Z01011
Garden Silk Mills Ltd.,Apr-63,1979,1.01012E+14,1,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn",Polyester filament yarn (PFY),20203,Decile 1,INE526A01016
Garg Furnace Ltd.,16-3385,1973,1.01014E+14,1,"Manufacture of steel in ingots or other primary forms, and other semi- finished products of steel",Semi-finished steel,24103,Decile 4,INE194E01015
Garlon Polyfab Inds. Ltd.,20-12122,1990,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 10,INE875E01019
Garnet Construction Ltd.,11-69044,1992,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 5,INE797D01017
Garodia Chemicals Ltd.,11-70321,1993,1.0104E+14,1,"Wholesale of industrial chemicals,",Wholesale trade in chemicals & chemical products,46691,Decile 9,INE236P01010
Garv Industries Ltd.,55-324826,2017,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,,INE626Z01011
Garware Marine Inds. Ltd.,11-18481,1975,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 8,INE925D01014
Garware Polyester Ltd.,11-10889,1957,1.01012E+14,1,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)",Polyester film,22201,Decile 1,INE291A01017
Garware Synthetics Ltd.,11-14371,1969,1.01012E+14,1,"Manufacture of cordage, rope, twine and netting","Twine, cordage, rope & cables",1394,Decile 7,INE340D01016
Garware Technical Fibres Ltd.,11-18939,1976,1.01012E+14,1,Manufacture of other textiles/textile products n.e.c.,Fishing nets,13999,Decile 2,INE276A01018
Gateway Distriparks Ltd.,11-164024,1994,1.01041E+14,1,Support activities for transportation,Cargo handling,522,Decile 2,INE852F01015
Gati Ltd.,62-20121,1995,1.0104E+14,1,"Retail trade, except of motor vehicles and motorcycles",Retail trade in petroleum products,47,Decile 2,INE152B01027
Gaurav Mercantiles Ltd.,11-176592,1984,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 8,INE641R01017
Gautam Exim Ltd.,04-46562,2005,1.0104E+14,1,Wholesale of paper in bulk,"Wholesale trade in paper, newsprint and paperboard",46696,Decile 4,INE721X01015
Gautam Gems Ltd.,04-78802,2014,1.0104E+14,1,Wholesale of precious stones,Wholesale trade in diamonds,46697,Decile 9,INE063Z01017
Gayatri Bioorganics Ltd.,62-13512,1991,1.01011E+14,1,"Manufacture of starches from rice, potatoes, maize etc.",Starches,10621,Decile 4,INE052E01015
Gayatri Projects Ltd.,62-57289,1989,1.0106E+14,1,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways","Construction of roads, bridges, tunnels etc.",42101,Decile 1,INE336H01023
Gayatri Sugars Ltd.,62-20720,1995,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 3,INE622E01023
Gayatri Tissue & Papers Ltd.,11-42141,1987,1.0106E+14,1,Other civil engineering projects n.e.c.,Construction,42909,Decile 8,INE661K01010
Geecee Ventures Ltd.,11-32170,1983,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 3,INE916G01016
Geekay Wires Ltd.,62-10271,1989,1.01014E+14,1,Manufacture of wire of steel by cold drawing or stretching,Wires & ropes of iron & steel,24108,Decile 5,INE669X01016
Gem Spinners India Ltd.,18-19791,1990,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in cotton & cotton textiles,46411,Decile 7,INE165F01020
Gemini Communication Ltd.,18-30087,1995,1.01041E+14,1,Telecommunications,Communication services,61,Decile 5,INE878C01033
Genera Agri Corp Ltd.,62-14945,1992,1.0104E+14,1,"Retail trade, except of motor vehicles and motorcycles",Retail trade in agricultural crops,47,Decile 6,INE993L01015
Generic Engineering Construction & Projects Ltd.,11-82540,1994,1.0106E+14,1,Other civil engineering projects n.e.c.,Construction,42909,Decile 6,INE854S01022
Genesis I B R C India Ltd.,01-107068,1992,1.0104E+14,1,"Other retail sale of new goods in specialized stores n.e.c (weapons and ammunition, non food products)",Retail trade in plastic products,47739,Decile 8,INE194N01016
Genesys International Corpn. Ltd.,11-29197,1983,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 4,INE727B01026
Gennex Laboratories Ltd.,62-11168,1990,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 6,INE509C01026
